ID,MatchID,EventID,Date,Characters,Matchup
1142,1048,107,2014-04-13T00:00:00,,
2007,1049,107,2014-04-13T00:00:00,,
1076,1050,107,2014-04-13T00:00:00,,
1105,1051,107,2014-04-13T00:00:00,,
1175,1052,107,2014-04-13T00:00:00,,
1239,1053,107,2014-04-13T00:00:00,,
1185,1054,107,2014-04-13T00:00:00,,
1245,1057,107,2014-04-13T00:00:00,,
1094,1058,107,2014-04-13T00:00:00,,
1147,1059,107,2014-04-13T00:00:00,,
1329,1074,107,2014-04-13T00:00:00,,
1112,1075,107,2014-04-13T00:00:00,,
2007,1077,107,2014-04-13T00:00:00,,
1180,1078,107,2014-04-13T00:00:00,,
1142,1080,107,2014-04-13T00:00:00,,
1105,1081,107,2014-04-13T00:00:00,,
1076,1083,107,2014-04-13T00:00:00,,
1185,1084,107,2014-04-13T00:00:00,,
1239,1086,107,2014-04-13T00:00:00,,
1396,1088,107,2014-04-13T00:00:00,,
1094,1090,107,2014-04-13T00:00:00,,
1147,1092,107,2014-04-13T00:00:00,,
1171,1094,107,2014-04-13T00:00:00,,
1213,1095,107,2014-04-13T00:00:00,,
1175,1097,107,2014-04-13T00:00:00,,
1176,1101,107,2014-04-13T00:00:00,,
1049,1105,110,2014-04-13T00:00:00,,
1047,1106,110,2014-04-13T00:00:00,,
2007,1107,110,2014-04-13T00:00:00,,
1093,1108,110,2014-04-13T00:00:00,,
1078,1109,110,2014-04-13T00:00:00,,
1079,1110,110,2014-04-13T00:00:00,,
1084,1111,110,2014-04-13T00:00:00,,
1083,1112,110,2014-04-13T00:00:00,,
1097,1113,110,2014-04-13T00:00:00,,
1057,1114,110,2014-04-13T00:00:00,,
1056,1115,110,2014-04-13T00:00:00,,
1165,1116,110,2014-04-13T00:00:00,,
1211,1117,110,2014-04-13T00:00:00,,
1098,1119,110,2014-04-13T00:00:00,,
1081,1120,110,2014-04-13T00:00:00,,
1216,1122,110,2014-04-13T00:00:00,,
1189,1123,110,2014-04-13T00:00:00,,
1212,1125,110,2014-04-13T00:00:00,,
1049,1126,110,2014-04-13T00:00:00,,
1093,1127,110,2014-04-13T00:00:00,,
1078,1128,110,2014-04-13T00:00:00,,
1084,1129,110,2014-04-13T00:00:00,,
2007,1130,110,2014-04-13T00:00:00,,
1047,1131,110,2014-04-13T00:00:00,,
1079,1132,110,2014-04-13T00:00:00,,
1097,1133,110,2014-04-13T00:00:00,,
1211,1134,110,2014-04-13T00:00:00,,
1081,1135,110,2014-04-13T00:00:00,,
1216,1137,110,2014-04-13T00:00:00,,
1056,1138,110,2014-04-13T00:00:00,,
1057,1140,110,2014-04-13T00:00:00,,
1083,1141,110,2014-04-13T00:00:00,,
1165,1143,110,2014-04-13T00:00:00,,
1098,1144,110,2014-04-13T00:00:00,,
1189,1145,110,2014-04-13T00:00:00,,
1212,1146,110,2014-04-13T00:00:00,,
2007,1165,116,2014-04-26T00:00:00,,
1095,1166,116,2014-04-26T00:00:00,,
1180,1169,116,2014-04-26T00:00:00,,
1175,1170,116,2014-04-26T00:00:00,,
1076,1171,116,2014-04-26T00:00:00,,
1181,1172,116,2014-04-26T00:00:00,,
1174,1173,116,2014-04-26T00:00:00,,
