ID,name,region
11775,Adeptus,ACT
18314,Heimlich,VIC
1604,Pimp,QLD
8321,Gong - Tom L,NSW
4297,Beans,ACT
17511,Mongo_is_me,VIC
4186,Punchkillian,NZ
3935,Julz,VIC
1976,The Sharpness,VIC
3237,Nick,VIC
1794,KSutto,QLD
1161,Scrail,QLD
4836,Argo,VIC
4467,Heyeze,VIC
17328,Ludovician,VIC
16049,MetaBhreat,QLD
8210,Gong - Nicholas Jovanovski,NSW
2235,Seeton,SA
4468,Plaege,VIC
4151,Bill,WA
10670,JHFly,ACT
2131,MOO,NSW
2734,Bloom,ACT
3553,Frisco,WA
15418,Opal,NZ
15142,Lucijutsu,NSW
5577,Sadbois,VIC
1362,Hobs,VIC
3394,Andas,VIC
5160,Glyph,QLD
4332,Tap,VIC
18145,Eggcellent,VIC
16394,dunkMATTic,VIC
4240,Kweh,VIC
18950,OEW,NZ
12803,It's Kyle,NSW
8296,Gong - Frothy,NSW
4572,Remy,SA
1535,Enn,NSW
1217,Zen,QLD
1120,Btmans,SA
5430,Hitmonsteve,TAS
5377,Nabb,NZ
1465,LiFT,QLD
3613,Medim,VIC
3449,Jimmy,NZ
9552,chats,QLD
4618,PekingJ,NZ
17338,Viiv,NZ
4125,gettinitdunn,SA
4132,Riddim,SA
3140,Streets,VIC
4113,Little,SA
4051,Lucy,VIC
3168,Gibb,VIC
8350,Gong - Lena,NSW
17405,JBAE,QLD
10601,HughManChu,NZ
4097,Snow,NSW
3338,Updown Moons,WA
1403,Mar,VIC
1402,ChuJelly?~,WA
5767,LAZY,NZ
5526,Grimz,NSW
3656,Dubs,SA
3856,LenNox,NZ
2368,Chris G,NSW
5446,Dreep,NSW
17812,LargeMarge,TAS
16879,Savaii,NZ
18141,botmij,VIC
3139,Snackboy,VIC
8233,Gong - Mitch Honer (CP),NSW
4098,Linkitivity,NSW
1241,Numl0cked,QLD
1197,JuicyPenguin,QLD
5317,Flood,NSW
3391,RoyToy,VIC
3362,Double A,NZ
4617,Gianni,VIC
10681,Andrew,ACT
15103,Slothmaw,NZ
4367,Moast,VIC
16601,shockwave,VIC
15723,Ozz,NSW
2634,Cassius,WA
1847,Jorah,VIC
15076,Trent,WA
5539,bombin0,VIC
5797,Jim Hawke,VIC
3611,Hui,VIC
3811,Dylan,WA
2128,Brin,NSW
3013,BBQ,QLD
4129,Illuminati,SA
4120,Fire Chief 20,SA
16481,Ishy,SA
3929,bobbing,VIC
1563,Leuwin,SA
1887,Kefe,NZ
8478,Rren,VIC
8143,EAZY,VIC
1438,Ben,VIC
15549,jyetheguy,WA
3984,Hellfire,SA
4775,Brodire2012,QLD
3450,GreenLightn1ng,NZ
3755,N/A,WA
3835,LL Kent clark,QLD
3305,Luke,WA
5841,Big Pop,QLD
5169,CANADA,QLD
5298,Ash,NZ
1199,Mesey,QLD
1181,Ed32,ACT
6934,Dawr,NZ
1670,Nommad,WA
1315,Tomo009,VIC
19800,Hikraki,QLD
15005,NRC,WA
15239,EWF,SA
16941,Reno,NZ
17820,Egg time,NZ
18316,Spacie Zane,VIC
3152,Kant,VIC
4369,Forrest,NSW
4150,MEDS,WA
4781,KiwifruitKoala,QLD
15919,fireproof,NSW
4650,Soul,WA
3517,Kevin the Pumpkin,SA
3750,Marcus,NZ
4674,Magnum,VIC
1317,Juci,VIC
1709,Cream,WA
10675,Yuka,ACT
2820,Royza,QLD
2811,Thelly-H,QLD
8397,TheLegend27,NZ
8473,Rubberdougy,WA
8246,Gong - OlioTS,NSW
19066,N/A,NZ
19272,Charles,WA
8262,Gong - Harry Wright,NSW
13906,cffx,VIC
15934,Victor,NZ
1409,Dave&,ACT
5640,Kingo,NZ
3790,Dylan,NZ
3406,Rousd,VIC
4541,Wheat,VIC
4511,Alex,VIC
4610,DFaz,VIC
3282,Moo,NZ
15817,Wilson,WA
4904,TheWalshinator,VIC
5095,ANDY_WARB0UND,NZ
5554,Dib,NZ
5399,Kibble,TAS
1451,Cheezy,VIC
1585,Neeson,VIC
1517,Magnus,VIC
4404,Wimplo,QLD
4152,762,WA
1293,HopeDealer,QLD
15464,Sweggington,NSW
5079,Welp,VIC
5113,Tibbers,VIC
2962,Funkeh,NSW
3523,Alectro,SA
3358,jbee,NZ
1339,Ignis,VIC
1698,Nuffball,NSW
4242,MFN,VIC
2888,Promo,NSW
3230,AngusRoney,VIC
9532,Denholm,NSW
11713,Tinki,NSW
1838,Dixie Cup,VIC
17082,Andos,NSW
17282,Almenara,WA
13876,Momentum,NZ
1846,Mfrek,VIC
6976,Bruin,NSW
2535,Nubs11,VIC
4133,HappyFace,SA
3384,Collin,VIC
3536,Girls,SA
1376,Flow,VIC
4079,Flipper,NSW
3119,Harley,ACT
2850,Adam,NSW
1879,GORILLA-STRONG,NZ
13907,Yoda,VIC
13977,NoScrubUK,VIC
2544,TABS,NZ
2660,blasko,QLD
2628,GTG,WA
1654,krakoth,NZ
5428,mattyboi,QLD
5418,Harlsta,QLD
3754,Seven,WA
6964,shardsies,VIC
5871,Jai2Go,TAS
16889,SpaceApe,NZ
16940,Manbearpig,NZ
17058,Getty Images,NZ
5532,MatthewBrayPark,QLD
15702,BANDIT,NSW
3785,Dan,WA
3798,ethanol,SA
3612,Ldub,VIC
3157,EssGeeRoy,VIC
10623,UnoPro,WA
9446,Papi,QLD
2008,Buddfox,NSW
4205,Wololo,NZ
3398,Ruckus,VIC
4677,Llonghet,VIC
5374,HashSlash,NZ
18258,Hella,NZ
16001,Angry Mum,NSW
15952,Dr Goblin,NSW
1056,Dino,QLD
4405,Fantesticles,SA
3643,Han,WA
3782,Sheckle,QLD
2696,Jamball,VIC
13947,iBexal,NZ
8133,Coltrain,NSW
1933,SephPro101,SA
8329,Gong - Jordy M,NSW
5835,BigBoy,QLD
2706,Dombledore,QLD
2670,PP.D,NSW
2230,OKCOOL,WA
3483,Parzival,WA
4340,Braindead,QLD
1570,Lem,SA
1594,Gem,VIC
16477,Dynasty,SA
19494,Hadow,NZ
18007,Mr.Qwilliam,NZ
19777,Yug,VIC
3820,Bygboi,NZ
3952,FISH,WA
2726,PONGUS,NZ
4053,TK,VIC
4238,Drop,VIC
18579,Chèz,NZ
1787,Sable,WA
1868,KOKESHI,NZ
4114,fox,SA
3131,Sma,VIC
15572,OMEGA_SENSEI,NZ
4384,Jackdra,ACT
1237,Chef,ACT
1411,$wagBlood$,ACT
3187,Magnos,VIC
2254,Stern,QLD
2462,Mr Hands,NSW
8145,Qas,VIC
8309,Cabjoy,NSW
4264,Neo,NSW
3819,Navarre,NSW
15437,Juice,QLD
5234,NcyRocks,NZ
1216,Get That Rat,QLD
5100,Kapu_ti,NZ
4675,Pineapple,VIC
4377,Harry Wright,ACT
4225,Antz,QLD
17656,PBtechguy,NZ
3331,Leon,VIC
3086,Ace  QLD,QLD
3233,Bobby,VIC
3174,Mr.Enzo,VIC
8320,Gong - Jonathon,NSW
2120,Read,WA
2258,Trojans,NSW
16815,CheMarama,NSW
10669,cio,ACT
11769,Chef,NSW
2199,Zeus,NSW
2264,JERD,WA
8260,Gong - Michael Willis,NSW
8020,Lackle,ACT
3173,Taverra,VIC
3559,Hazzacka,VIC
4013,Andy,NZ
4973,Perl,SA
1313,Naga,VIC
5635,Humus,NZ
5540,Benji,VIC
1182,DGH,ACT
3978,end,NZ
2259,Despii,QLD
17171,Redward,SA
3336,Zef,WA
5061,Lux,QLD
3780,Wang,QLD
3756,I dislike Peach,WA
5447,Dozza,NSW
18965,CCP115,NZ
19666,Seal,NSW
5548,Green_Tea,NZ
5415,Joel,TAS
1653,massi4h,NZ
3684,Kuro,VIC
3714,Klog,WA
3185,TomsyTurvy,VIC
3010,Wiimotionl,QLD
8121,tioN,NSW
5256,Cornelius,VIC
4900,John Doe,SA
2552,Couttsy,QLD
4142,prediee,SA
4144,Smithie,SA
4358,Indecision,NSW
2538,Clover19,VIC
1924,Horde,VIC
9485,Virtual Livestock,QLD
12830,Joz.,QLD
4902,Ting,NZ
3095,Beeky,QLD
5518,Decles,NSW
5497,Strange,NSW
5427,dacka,QLD
3653,Hiya4321,WA
15270,ayylmao,VIC
5235,Spookety,NZ
3892,Tisk,NZ
8242,Gong - Pie,NSW
3165,ninga,VIC
15236,Yellow,SA
15480,Nattanyel,NSW
17198,Mosa,ACT
4359,Lube,NSW
4381,Alex Astudilo,ACT
2278,BigSizzle,WA
3796,Callum,SA
5485,OM: III,VIC
5549,Weyden,NZ
5355,Passen,NSW
16806,bean,NSW
16895,Lab Coat,NZ
17784,Kolpa,VIC
1492,Maxwell,QLD
3797,LoveChunks,SA
3161,Faym,VIC
4608,Riley,VIC
3116,WestonDeniz,ACT
4110,ShadoeX,SA
18519,Naga,NZ
4124,Paul,SA
1631,Hacno,QLD
12801,Poopoomagoo,NSW
8454,Rang,NSW
3385,Doctor Bondong,VIC
4387,Ryu Gosling,SA
2447,Galo,NSW
15012,OSU,VIC
3532,Benjamin Riches,SA
5231,Squadallama,NZ
1746,Hype,QLD
5864,D4C,QLD
1778,Futz,VIC
3925,Durry,VIC
2912,Uguubee,WA
3795,Spag,SA
3547,Line,NZ
2347,im23bro,SA
2815,FingerFrost,QLD
2769,Journals,NZ
9477,Shef,WA
4280,Ceilly,SA
3388,Dave,VIC
8109,Ewel,WA
5910,Red,NSW
2334,Vex,VIC
1595,Flex,QLD
11712,Will K,NSW
3288,Jack,NZ
4450,Cam,VIC
1657,P_Tang,NZ
1226,DD_,VIC
6937,Duke,NSW
5233,Keigat,NZ
5442,Prince64,NSW
1196,Cole,NSW
3743,Gavin,NZ
15241,Mash,SA
15447,Icey,NSW
3430,Archimedes,SA
3080,Milkshakefever,QLD
4464,laurence,VIC
8208,Gong - Haakon Thompson,NSW
8267,Savino,NSW
8144,BLAZING CHAOS,VIC
1468,PapaCheese,QLD
18191,hard3r,QLD
17466,Cosmo,SA
8033,The Solid Midget,NSW
1973,Will Smith,VIC
4362,Michael,QLD
4481,Reno,NSW
4131,Crystal1234,SA
4671,Titan,NZ
3098,VanillaThunder,QLD
4568,Jackal,QLD
5185,Deep Magic,NSW
3931,Johnald Mahogany,VIC
4819,Josh,SA
1123,SethT,SA
1591,ACrush,VIC
4538,Lappo,VIC
4452,CM,VIC
3190,Shablagoo,VIC
3821,juangorena,NZ
4126,LittleBloss,SA
3309,Jayd,VIC
3219,Plyke,VIC
3151,Scum,VIC
4466,Caleb,VIC
4354,Dunk,NSW
15227,Kai,VIC
16485,Vinosaur,NSW
16684,Migoss,SA
15197,Oatmeal,SA
2658,Necro,QLD
4134,Pelldogg,SA
4055,Royst,VIC
2166,Phokus,NSW
3469,Marln,VIC
3407,BBomber,VIC
3930,JumpSlash,VIC
5831,Paradise,QLD
1166,Emery,QLD
1191,Scoot,QLD
5414,Nameless,TAS
1319,Yosh,VIC
1528,Pure,QLD
15751,Cheekimelon,NSW
3953,Dean,NSW
5042,Hyde,WA
3791,Laura,NZ
1854,Naito,QLD
8482,Void,NSW
2731,Blaz,NZ
2566,Sep,WA
2076,Smiley,NSW
4141,No 1 Peach,SA
4279,Pichy,SA
4292,Born Avenger,SA
4294,Tobby,SA
4004,Nocebo,QLD
15640,Jordan,SA
1274,Daniel,WA
1519,Tim,WA
3712,KLUG,WA
3399,Aikaboy,VIC
4293,Emmeline Wolf,SA
4366,Vincent,VIC
17494,Aron,VIC
4135,FLY,SA
4315,Ellias,VIC
4406,Zangalang,NZ
8161,Gong - Matt De Jongh,NSW
18578,Slamdogg,NZ
16676,Lenti,VIC
2122,KingKettz,QLD
1630,Jazkat,QLD
4363,is it a banger?,WA
15644,Sloshi,SA
4122,Colihx2,SA
3019,Prunejuice,QLD
2626,Akay,QLD
2602,Pete,VIC
3807,Nojo,WA
4063,Yowe,NSW
5232,Yuya,NZ
4831,Pisani,NSW
5911,Nomad,NSW
4944,Mag0Lag,QLD
5407,Remmi,TAS
5829,Nicc,QLD
3722,Matt,SA
4579,Daniel P.,WA
4531,Michael,VIC
5520,Spouge,NSW
2548,Pawky,NZ
3932,Noodles,VIC
13916,Glam,NSW
8491,Ctrl-Z,WA
8281,Joseph Fitzpatrick-Fuller,NSW
1581,SJ Groose,ACT
2246,Frank,NSW
10614,Wheelz,VIC
3615,Richter,VIC
3778,Aln,QLD
1218,Testikills,QLD
1231,Leonsii,NSW
19142,Aussie,SA
18312,Clemancholy,VIC
16942,B2k,NZ
1310,SurPr15e,VIC
1408,AAAce3,ACT
6955,Angus,NSW
4669,Tolaez,NZ
4613,Aies,VIC
5533,Prunso,QLD
2569,Rush,QLD
3928,mumbles,VIC
2851,Gresh,WA
4364,Shy,VIC
4355,Brit,NSW
4206,GDMS,NZ
1691,Swamp,QLD
11715,Angus C,NSW
13850,Tangry,NSW
11783,Maxy,NSW
1765,Passengerm,VIC
8442,Willem,NZ
6993,Rich,NSW
18878,HSmileyFace,SA
2972,Rainth,QLD
2663,Kurama,QLD
4678,Garfi,VIC
3667,RPto,WA
3961,Mordecai,WA
3969,Xtm,VIC
3896,Marcuz,NZ
15689,Citrus,NSW
1662,Iroh,QLD
1324,Neemie,QLD
1304,Amaterasu,QLD
13987,crazyhead102,NZ
3654,legs,WA
4573,RSCL,SA
4224,Zac,QLD
4382,Sw0rds,ACT
4281,Justin,SA
10657,Az,ACT
2114,Ilex,QLD
1821,The13thDoctor,NZ
16110,Nova,VIC
18187,Mr. President,TAS
18259,Rich,NZ
6978,Bozzie,NZ
8396,TheLegendKiller27,NZ
8456,Antman,NSW
1507,Richard,VIC
2093,Michael - Gametraders,NSW
3468,Jorloff,VIC
3895,Logan,NZ
4793,Benjie,QLD
5595,BoopityBee,WA
1042,Apollo,ACT
5432,Becslookalike,TAS
5077,Bombo,SA
5271,Ultranative,VIC
15849,Veness,NSW
15416,Vontell,NZ
6932,Plaz,NZ
2105,Cosmo,NSW
4172,dm5k,WA
1455,Eden,VIC
5839,Overman,QLD
5930,Wonderstale,ACT
2314,Kaizer,QLD
10676,Connors,ACT
11714,Slik,NSW
15851,Yuzu,NSW
18190,scrummychungo,QLD
1856,Runt,QLD
6994,Baz,NSW
3443,Stick,WA
17657,Child_Of_jesus69,NZ
2203,NINjA,NSW
4574,ZEF,SA
3852,Timbo Slice,NZ
4100,Luda,NSW
5215,smartea,NZ
6953,Pi,NSW
1413,JonCheee,WA
8112,RedoxKing,VIC
4837,Nxfraga64,VIC
15406,Snow,NZ
15422,Shlamp,NZ
15153,Bananafish,NSW
4487,Bollywog,WA
4402,Kism,WA
4325,George,WA
4112,egg,SA
8019,Joffy,ACT
3545,Wiggs,NZ
5072,ThickShake,QLD
5350,Chachi,NSW
5836,Negima,QLD
2233,Bear,QLD
1905,Orion,WA
4208,James,WA
3387,Jordan,VIC
4314,avvara,VIC
17493,Pol,VIC
16187,Drgoblin,NSW
15104,Thighvoltage,NZ
3102,Thing One,NZ
3158,M01ST,VIC
9546,DUNO,QLD
4809,Zak,SA
8412,Radic,QLD
1889,GaynWatch,NZ
4787,Ebola,NZ
4881,Sayonarabob,NSW
1358,Plasia,VIC
1500,Majora,VIC
19364,pxnda,NZ
16175,Taka,NZ
13935,Pretzel,WA
3711,Sasha,WA
3709,Danga,NSW
10678,Abhi,ACT
10587,Amaze,NSW
2169,Rukus,NSW
5812,Ants,NSW
9528,Breno,VIC
15141,LUSH,QLD
4184,Blakdak,WA
4147,Stu,NZ
4712,Bieltanman,WA
5385,Sayhnim,TAS
1464,Tabs,VIC
1491,Slamuel,QLD
5386,Sag,TAS
1087,Tomie,VIC
3833,Rod,WA
4368,Tannar,VIC
12821,Deep Fried,NSW
5776,Jasper,SA
8135,RollesRoyce,NSW
4612,Jeremy,VIC
2927,MegaloManiAsh,NSW
15318,eGo,NZ
15639,Oscar,SA
7981,Watson,QLD
5658,Quincy,QLD
1323,Mana (Smash 4),QLD
3637,Stryder,VIC
8343,Gong - Blake Groves,NSW
3250,Bullywog,WA
4117,Dashion,SA
16992,ontik,VIC
2807,Xasthur,QLD
4484,Beef,QLD
2662,Crabs,QLD
12808,Jewbs,QLD
2082,Brownie,NSW
1081,DJCat,QLD
4542,Kom,VIC
4665,Rascal,SA
11802,Kai,NSW
3079,D-Velocity,QLD
4339,Matt the Painter,QLD
3917,Rif,VIC
17548,Bueller,VIC
8115,Chumble,NZ
1496,Bamfudge,WA
3901,ALT,VIC
3923,Domnom,VIC
3924,YES!,VIC
1213,Star,NSW
2213,Bluejay,VIC
1890,RealGief,NZ
13886,Falchion,VIC
18106,Justice,VIC
19000,TheFrostbite,NZ
15174,Mamun,NSW
4237,JD,VIC
5372,Sgtfellover,NZ
5210,Q,NSW
1681,Zedd,TAS
1618,GW6H,NZ
5608,ConeRanger,WA
5387,Bob,TAS
3467,Twistedfatemaster69,VIC
3645,Matthew,WA
3735,HOUND,NZ
3169,Wirthy,VIC
1677,Tetra,VIC
1569,Proxy,SA
8077,Jaykay,QLD
1804,Beans,NZ
3162,imKerby,VIC
3602,Axis,VIC
4709,Dred,NSW
5550,Lsaii,NZ
16109,MarthLover69,SA
18960,Glaceon,NZ
16983,Umami Boy,NZ
5243,Sweetchilli,NSW
15093,AmaliKada,NSW
8487,Proof,NSW
11784,Elusive,NSW
11760,Keshav,NZ
1867,Little Z,WA
3356,Dr Fagget,NZ
2669,Britard,NSW
15351,Big El,SA
5080,Jilly Bean,VIC
5328,DeDeDez Nutz,NSW
15713,Jinxamus,NZ
16173,MNOOB,SA
3471,Trigger,VIC
2521,Muppit,WA
9456,Hanson933,TAS
4115,Dark,SA
15166,Hitmarkers,NSW
5142,Nilbog,WA
3614,suno,VIC
1158,Shaz,VIC
3927,Bagels,VIC
3381,SacredTruth,WA
3922,Shadows,VIC
10679,Roy,ACT
4226,Daniel,QLD
19668,ZSB,NSW
5383,Toonie,TAS
8436,Chat,ACT
1818,LordOfMonkeys,NZ
3996,LHM,NSW
15786,Akechi,ACT
5054,Cos,NSW
15537,Nrc196,WA
3675,Aatu,VIC
5757,E-Dude,NZ
5541,2 +,VIC
8038,Lox,QLD
4082,Iggy,NSW
16439,Qui,SA
2729,Curtain,QLD
6973,AJ!,QLD
1920,Misty,WA
2354,X,SA
3594,Mighty Scrimpa,QLD
3762,Liam,VIC
1531,Patv,NSW
2975,Speedy,QLD
2629,Cherri,WA
16034,ray,VIC
1979,Lucatron,VIC
10680,NateMate,ACT
1858,Smesty,WA
4096,Paul B,NSW
5396,SpecialK,TAS
13853,sicns,NZ
1640,Locurian,NZ
2144,Blacktain Falcon,NSW
3982,Mason,SA
2970,Danzah,QLD
16105,Mikal,SA
17633,Blue Tongue,VIC
3934,Zeal,VIC
4265,jinchigo,NSW
1827,Kid,QLD
8170,Gong - Tom Nieuwland,NSW
9529,Zehl,VIC
8463,Fayne,VIC
1899,BigWin | Beer,WA
15918,Chayme,NSW
1367,NanoHologuise,VIC
1173,Waveguider,ACT
10665,Dovahbear,ACT
8457,Shawty,NSW
3143,Maestro,VIC
13988,babycat,NZ
15573,MisterSeen,NZ
2957,Manwich,NSW
10639,Rukai,NSW
17846,Liki,NSW
17045,Enma,QLD
4173,Denarz,ACT
11690,Lewwy,TAS
12820,BoneBard,NSW
5164,Yutsmeff,VIC
5677,SebPro101,VIC
15729,Hurleycopter,NSW
3666,Matt n,WA
8406,Swate,QLD
1842,Bubby,VIC
15407,J2,NZ
15494,Profile Name,NSW
4002,$2Shrub,QLD
19820,Maverick,VIC
5365,Danby,QLD
1202,limes,QLD
1473,Sifo1,QLD
8459,Nick2,QLD
2373,Ambrosia,NSW
2109,Music,NSW
9496,Dave,QLD
1472,Hinchy,QLD
1062,ViVa,VIC
4782,SadHour,QLD
1925,FistingForJesus,NZ
13989,MRLobo,NZ
2107,MadDogJono,NSW
4251,Switch,VIC
4476,AFRO_NINJA_NZ,NZ
5525,Fizz,NSW
1294,Arby,QLD
1652,Vincent,NZ
16938,Milk,VIC
5843,Roadhunk,QLD
1133,Wh1te5had0w,SA
3427,Retroca,NZ
2413,Grumbley,QLD
4567,Nakh,QLD
3416,Dyna_Hole,VIC
4017,Hi I'm Daisy,WA
15205,FC,QLD
3718,TG,SA
3731,Eden,SA
5245,Jonga,VIC
1573,Will,SA
11779,Kyle,NSW
1980,L Fresh,VIC
1806,XLP,NZ
1997,Ownejj,QLD
2484,Joe,NSW
9484,Tominator,QLD
2636,Water,WA
1503,Noway,VIC
3503,Lion (Mec),WA
3710,Campbell,WA
2953,Caleb,NSW
18849,Finrei,ACT
5764,Finfiltration,NZ
3088,JOSH,QLD
3781,Coon T,QLD
3333,Andrew,WA
5574,BigWin |TheGRV ,VIC
1590,Space Coyote,VIC
1682,Crash,TAS
3472,Yourself,VIC
4270,B-Funk,WA
6972,Gruz,QLD
3926,Phil,VIC
3137,nougat centred,VIC
2914,Jin,NSW
3774,Isaac,VIC
16935,St. Avalon,VIC
17430,ToeSocks,SA
19814,Lock,VIC
5278,Enguard,VIC
3980,Zack,SA
4403,JHK,NZ
1453,Jutto,VIC
5391,Mort,TAS
4239,Yerfdog,VIC
4286,SleepingEggs,NSW
5517,Ethan,NSW
1776,Burap,VIC
8447,SpangBang,NZ
3144,Wise,VIC
1730,Syronade,SA
5450,Calculator,QLD
1916,Shiva,WA
1777,DJMertza,VIC
1880,GammaFox,NZ
16357,Chef,WA
1418,Code_E,QLD
15577,badmanchief,NZ
5111,robotsauce,TAS
3431,Dragon,SA
5423,Zedmb,QLD
1247,Thatch,QLD
9542,Myrg,VIC
1921,BT Smith,WA
3096,hunter,QLD
2448,Serah,NSW
2198,Thrillhouse,NSW
3159,BlondeBeach,VIC
2319,Sketch,NSW
1476,Casper,ACT
5686,Simple,VIC
3783,Kero,NZ
8403,alpacas,NZ
8466,OUT,VIC
1603,Sinner,QLD
4471,AR,QLD
3428,FLOB,WA
15661,Kale,SA
1147,EVAL,NSW
18315,itchy,VIC
5478,Groovejet,VIC
1211,Nonco,QLD
15249,Katsune,NSW
2450,YB,NSW
1801,Shuffle,QLD
3156,WIMP,VIC
15637,Sly,SA
3541,Bagel,NZ
5840,Raf,QLD
13984,Arahshii,NZ
1098,Arrow,QLD
6997,YUNGWEEN,QLD
1549,Donut,SA
1493,Metaxis,QLD
3397,Jace,VIC
9493,Isaac,QLD
11716,aido,NSW
13882,Indecision,QLD
3651,Edy,SA
15222,ComputerPlus,VIC
1721,Robsta,VIC
2988,Dawnfire,WA
2179,THE247GENIOUS,NSW
4472,Garuda,NZ
5770,cheese,NZ
16990,Ratboy,VIC
16807,doomsayer,NSW
16464,Esto,NSW
3001,Double Harold,QLD
4486,Nic,WA
4916,Morotai,QLD
5424,Tim NSW North,NSW
16636,muffins,VIC
18964,swanking,NZ
1219,Undead Moose,QLD
5814,Salamanjro,NSW
3279,Matt D,NZ
2727,FOH,NZ
2184,Damo,ACT
8179,Gong - Rhys Dunn,NSW
2360,Amph,VIC
2597,Chow,QLD
2612,GravySupreme,TAS
4300,Sam,QLD
3191,Murphy,VIC
3779,Turner,QLD
1530,Watto,QLD
5360,Saker,QLD
2228,GoogleMaps,SA
1862,Yellow,VIC
16694,JayBird,NSW
10671,Dory,ACT
1230,AzuraSarah,VIC
5736,Lumidyne,NSW
5806,Day,NSW
19776,Jimmo,VIC
5931,Stark,ACT
12817,Isak,NSW
8134,Bmon,NSW
9564,Lung Spiders,VIC
2686,McJobo,QLD
4333,Olaf,VIC
4451,Haz,VIC
4232,Harry,WA
2121,RamboAz,WA
5798,Fran,VIC
4003,Pelt,QLD
15411,Elderhide,NZ
1354,JLo,VIC
2389,XatuXach,NSW
5070,BCAF,QLD
5045,Bad Manners,WA
2979,Edawg,QLD
4554,SleepyRookie,WA
1248,Bizz,QLD
2394,Valadus,NSW
9530,James3927,VIC
10635,Mot,NSW
2257,Exist,QLD
8086,Kydro_,NZ
4914,MCBA,QLD
5324,Agent Orange,NSW
13883,HT,QLD
3814,Leon,ACT
3707,TheRaper,VIC
1460,Song,VIC
16081,captain_snack ,NZ
4792,Jezza,QLD
4742,Sekhi,NZ
2355,Tristan,SA
3081,Frik,QLD
2800,Nix,QLD
10673,Tibbers,ACT
5617,Tayoesicc,NSW
5241,Wucas,NZ
8464,zXavier,VIC
1857,ST9,VIC
15929,Solas,NZ
10663,Monk,ACT
3268,Mitch,WA
10649,Gracetail,ACT
12814,Dampé,VIC
3464,Clippo,VIC
4724,Megan,ACT
3708,McPiss,VIC
5429,Varous,TAS
5842,Tcoom,QLD
1861,Llama,SA
2002,SuperHiero,NSW
8212,Gong - Zerokt1,NSW
3278,c-dawg,NZ
1188,BlessedMilk,NSW
1445,XXXX,VIC
3995,Jim,NSW
2725,Link,WA
1400,G-man,NSW
16261,Royboy,SA
15324,Stiffkittens138,QLD
2748,Cherry,ACT
9507,Shmu,NSW
11703,The Chuckstah,NSW
2770,Jesse,NZ
2090,Xaviar,NSW
15471,Nikita,NSW
4301,Casey,QLD
8462,TheBooper,VIC
16826,Pippy,WA
1834,Barcoo,QLD
8341,Gong - Matt Westlake,NSW
2849,Framah,NSW
8402,AidanWickes,NZ
4761,ALH,QLD
17030,Mitch,SA
15014,Smoke,VIC
8050,czarface,VIC
1356,Zivhayr,WA
5132,Gogole222,QLD
1405,Scuba,ACT
8176,Andrea,NSW
10595,Dudeboy,QLD
2086,Jeducation,NSW
3357,Arjun,NZ
2540,Antec,QLD
15850,Sponge,NSW
3163,.b,VIC
1384,Rooster Scrolls,QLD
5400,Grandi,TAS
1883,Rafifty,NZ
2348,Taco,SA
14994,Crash Dandicoot,WA
8075,Adam Sandler,QLD
2745,Dr_Jim,QLD
17661,diamond1243,NZ
1478,ClassicJono,QLD
2417,Barbie,NSW
8399,RiverSendra,NZ
2554,Bagera,QLD
3994,Den,WA
1772,CRUNC,VIC
1919,Filthy,WA
1480,Z4,QLD
1837,THE GWIF,VIC
9531,Pete,NSW
5397,AddictPark,TAS
3659,PeasantsOMFG,WA
5426,Blisket,QLD
1910,cmk,WA
8505,Ganof,QLD
2672,Flanders,NSW
19149,AlastairBL,NZ
8413,Brydee,QLD
2293,BDawg,WA
3065,Wildman Jack,NSW
2965,Millificent,NSW
1459,Rize,VIC
19583,gig,QLD
3742,Simikins,NZ
8504,Madmaddie18,QLD
7000,Fair,QLD
1851,Tyr4n,VIC
5314,DSilv3r,NZ
4918,Kony,QLD
5904,Herj,VIC
1516,Nitten,VIC
1572,Jackdra,SA
3898,Tim,NZ
11800,TheRealMrRental,NZ
4056,Dren,VIC
2549,Endernz,NZ
4570,NANA,ACT
1238,$,ACT
1448,Jandalman,VIC
2237,Ripto,TAS
2123,Lalafell,WA
4077,Broke Dad,NSW
5756,MortaL,NZ
16425,Atlas,WA
4886,Gong - Matheson Edwards,NSW
1407,Pazx,VIC
8074,MushroomSurprize,QLD
11804,UltimentM,NSW
11761,Manray,NZ
2015,Ostrich Bacon,NSW
2752,Llamas,NSW
5194,Jacko,SA
3920,Dee,VIC
16006,Doozy,ACT
15309,MiyKam,NZ
5266,Queenie,VIC
5547,Nightlife,NZ
2643,TSC18,QLD
5773,Esprit,SA
8284,Gong - Colleen Lawrence,NSW
7002,Know,QLD
1419,Urisk,NSW
3949,T,WA
19823,CalAmity,VIC
2764,drSlump,QLD
3261,Griff,WA
10698,lasngngna,VIC
3703,Mikey,VIC
9479,Andrew Lin,NSW
10646,Uncle,NSW
7976,Ash,NSW
16897,Taurii,NZ
16544,The Bamboozler,VIC
8078,noobar,QLD
8111,byro009,VIC
8411,Comet,QLD
8184,EmBrace,NSW
5050,Kaiju,WA
1428,bebop,VIC
5316,Nuts,VIC
5190,Tim,QLD
2985,thehelpfulbees,WA
1849,Merrrth,VIC
11797,H,NSW
15172,Jawa,NSW
16950,Kdog,NZ
1432,Jax,VIC
8503,Tired,QLD
1648,Quamoulaam,NZ
9557,Father_Ragoo,NZ
